Shipment_ID,Shipment_Date,Region,Transport_Mode,Distance_km,Shipment_Volume_kg,Priority,Warehouse_Processing_Hours,Delivery_Time_Hours,Transportation_Cost,Delay_Hours,On_Time_Delivery,Customer_Rating
SHP1050,2025-03-30,West,Road,819,137.84,Express,7.67,23.36,733.13,17.56,No,3.0
SHP1051,2025-08-25,East,Sea,2813,201.73,Standard,4.77,87.84,1110.1,4.48,Yes,3.9
SHP1052,2025-02-11,South,Road,2860,684.51,Standard,2.01,56.74,2033.43,0.09,Yes,5.0
SHP1053,2025-03-30,East,Sea,2009,208.2,Standard,5.7,65.34,881.44,3.52,Yes,4.6
SHP1054,2025-10-23,North,Rail,2077,191.13,Standard,3.4,36.12,1025.02,6.07,No,4.5
SHP1055,2025-11-24,East,Road,428,414.58,Express,6.82,19.65,695.51,4.17,Yes,4.0
SHP1056,2025-10-22,South,Sea,762,145.65,Standard,1.78,26.17,379.54,3.56,Yes,4.5
SHP1057,2025-04-14,West,Rail,1422,513.91,Standard,3.5,26.87,923.75,9.97,No,3.6
SHP1058,2025-01-14,North,Rail,274,408.66,Express,4.58,12.1,300.49,3.03,Yes,4.5
SHP1059,2025-10-15,East,Rail,1787,797.3,Express,9.86,40.92,1130.98,8.65,No,3.8
SHP1060,2025-06-28,East,Road,787,136.56,Standard,2.11,20.05,751.88,2.54,Yes,4.8
SHP1061,2025-05-05,North,Air,285,576.45,Standard,2.62,4.53,1360.1,2.3,Yes,4.8
SHP1062,2025-12-19,South,Road,232,326.32,Standard,2.91,10.52,498.28,0.64,Yes,4.7
SHP1063,2025-01-23,East,Sea,761,87.55,Standard,2.86,25.93,435.35,13.66,No,3.0
SHP1064,2025-03-04,West,Sea,1942,35.97,Express,1.88,61.58,779.82,6.73,No,3.8
SHP1065,2025-05-23,South,Road,2541,126.64,Standard,2.09,52.68,1607.67,4.37,Yes,4.3
SHP1066,2025-06-02,West,Air,1938,271.69,Standard,2.58,7.27,3128.09,0.43,Yes,4.8
SHP1067,2025-05-25,West,Rail,672,300.71,Standard,10.46,21.24,442.72,5.94,No,4.1
SHP1068,2025-08-13,West,Road,1309,212.44,Standard,3.51,34.13,925.05,2.69,Yes,4.0
SHP1069,2025-11-05,North,Sea,1200,213.77,Standard,2.99,39.27,754.51,4.54,Yes,4.1
SHP1070,2025-04-14,East,Road,798,202.72,Standard,2.23,20.06,739.07,1.54,Yes,4.4
SHP1071,2025-04-14,South,Road,2252,455.71,Standard,2.12,49.34,1698.9,3.6,Yes,4.4
SHP1072,2025-02-08,West,Rail,2354,81.01,Standard,8.82,44.45,1249.67,4.19,Yes,5.0
SHP1073,2025-07-17,South,Rail,2332,267.15,Standard,6.3,42.23,1223.67,3.1,Yes,4.6
SHP1074,2025-05-14,North,Rail,2597,124.47,Standard,4.13,41.52,1261.29,5.71,No,4.6
SHP1075,2025-03-08,East,Air,2386,117.38,Standard,2.2,9.46,3498.66,1.41,Yes,4.4
SHP1076,2025-06-28,South,Rail,559,504.4,Standard,1.75,11.26,679.13,2.23,Yes,4.5
SHP1077,2025-02-11,West,Rail,1625,111.24,Standard,5.26,30.03,842.31,7.44,No,4.3
SHP1078,2025-01-15,West,Road,1873,200.81,Standard,3.02,40.79,1364.55,0.63,Yes,4.2
SHP1079,2025-04-21,East,Road,2806,872.14,Standard,4.26,61.1,2152.73,6.08,No,4.0
SHP1080,2025-06-06,North,Road,834,398.08,Standard,1.24,17.97,868.08,0.73,Yes,4.9
SHP1081,2025-10-16,East,Road,2991,161.02,Express,2.93,60.91,2038.16,5.02,No,4.2
SHP1082,2025-08-19,North,Rail,2873,170.6,Express,1.72,43.16,1386.47,9.53,No,3.5
SHP1083,2025-06-06,North,Road,2395,93.78,Express,7.65,51.7,1653.94,6.15,No,3.9
SHP1084,2025-02-07,West,Road,186,550.29,Standard,2.41,10.24,401.33,1.44,Yes,4.7
SHP1085,2025-04-07,North,Road,2473,449.41,Express,1.75,47.65,1875.2,1.2,Yes,4.1
SHP1086,2025-10-16,South,Sea,2184,358.03,Standard,2.75,66.92,1114.58,5.1,No,4.2
SHP1087,2025-09-11,West,Sea,1827,386.75,Standard,2.31,55.7,879.28,2.61,Yes,4.7
SHP1088,2025-07-15,South,Rail,1272,128.74,Standard,4.51,24.04,781.1,12.89,No,3.1
SHP1089,2025-03-27,South,Sea,2534,74.92,Express,2.87,79.0,1156.73,1.11,Yes,4.1
SHP1090,2025-11-18,West,Air,1383,327.79,Standard,5.29,10.72,2392.81,1.93,Yes,4.4
SHP1091,2025-01-10,North,Rail,1827,412.4,Standard,4.35,39.62,1037.83,8.17,No,3.8
SHP1092,2025-01-05,West,Road,1354,681.93,Express,7.97,36.3,1128.92,3.94,Yes,4.0
SHP1093,2025-05-03,West,Air,813,192.36,Express,4.94,8.62,1772.92,0.97,Yes,4.7
SHP1094,2025-11-26,West,Air,751,173.69,Standard,4.15,8.3,1658.27,1.05,Yes,4.7
SHP1095,2025-12-19,East,Rail,201,187.26,Standard,5.43,10.6,297.09,5.76,No,4.5
SHP1096,2025-04-28,South,Air,1375,354.08,Standard,2.41,11.11,2454.64,3.29,Yes,4.3
SHP1097,2025-10-21,North,Rail,1351,181.73,Express,4.32,24.95,780.58,2.67,Yes,4.5
SHP1098,2025-06-08,West,Air,1761,213.46,Standard,1.68,7.2,2773.39,1.0,Yes,4.5
SHP1099,2025-10-30,West,Sea,1081,396.13,Standard,3.78,39.56,625.15,1.9,Yes,4.4
SHP1100,2025-08-16,East,Road,856,142.87,Express,8.34,24.83,687.79,15.84,No,3.1
SHP1101,2025-12-31,North,Air,284,586.29,Standard,3.73,4.86,1416.95,0.93,Yes,4.6
SHP1102,2025-08-04,North,Rail,2772,344.87,Standard,5.58,47.17,1512.43,2.17,Yes,4.8
SHP1103,2025-07-03,North,Air,610,60.32,Standard,1.75,5.33,1410.16,3.02,Yes,4.4
SHP1104,2025-01-15,East,Air,1375,154.35,Standard,3.83,8.37,2237.06,4.32,Yes,3.9
SHP1105,2025-06-06,South,Road,87,53.68,Standard,4.66,6.81,299.96,1.08,Yes,4.4
SHP1106,2025-05-16,West,Rail,1209,192.93,Standard,2.89,22.8,783.63,0.01,Yes,5.0
SHP1107,2025-09-18,East,Road,2919,156.21,Standard,3.68,57.66,1971.62,0.47,Yes,4.7
SHP1108,2025-06-06,North,Air,470,397.18,Standard,6.53,8.81,1277.42,2.32,Yes,4.0
SHP1109,2025-02-16,East,Rail,1292,119.5,Standard,3.84,23.06,811.06,5.32,No,3.8
SHP1110,2025-11-20,South,Air,397,290.45,Express,2.8,4.37,1154.56,0.75,Yes,4.5
SHP1111,2025-11-28,East,Road,1881,329.7,Express,2.03,38.56,1387.63,13.44,No,2.9
SHP1112,2025-06-22,East,Rail,1619,265.08,Standard,3.38,30.07,1025.52,2.3,Yes,4.1
SHP1113,2025-05-10,West,Road,2845,491.81,Standard,2.16,55.92,2076.65,12.59,No,3.8
SHP1114,2025-04-05,West,Sea,1968,941.81,Standard,3.22,60.21,1186.41,3.47,Yes,4.6
SHP1115,2025-04-25,North,Sea,2370,239.45,Express,4.72,73.41,978.95,8.58,No,3.7
SHP1116,2025-08-31,North,Sea,1951,294.01,Standard,2.92,59.35,861.33,0.37,Yes,4.6
SHP1117,2025-10-19,East,Air,2405,119.56,Express,4.73,10.81,3507.09,6.4,No,4.0
SHP1118,2025-10-09,North,Air,1447,108.45,Standard,1.05,5.17,2372.66,19.4,No,3.1
SHP1119,2025-10-26,South,Road,2830,456.54,Express,2.79,55.25,1983.63,10.97,No,3.2
SHP1120,2025-10-10,North,Road,1874,416.16,Express,4.69,41.43,1528.54,1.28,Yes,4.1
SHP1121,2025-03-10,East,Rail,2541,107.69,Express,2.42,45.34,1189.64,1.55,Yes,4.8
SHP1122,2025-05-28,North,Air,1278,88.61,Standard,1.72,5.83,2114.3,0.4,Yes,5.0
SHP1123,2025-01-11,East,Sea,454,140.6,Standard,10.64,24.92,470.68,8.85,No,4.2
SHP1124,2025-09-11,West,Road,1771,200.54,Standard,2.12,36.52,1201.52,1.89,Yes,4.4
SHP1125,2025-11-26,North,Sea,2950,166.27,Standard,3.01,89.92,1313.1,0.98,Yes,4.6
SHP1126,2025-12-26,North,Air,1270,247.74,Standard,1.69,5.57,2270.37,9.12,No,4.4
SHP1127,2025-02-07,South,Rail,2875,420.71,Standard,5.06,49.85,1514.92,1.97,Yes,4.8
SHP1128,2025-05-14,West,Road,164,305.97,Standard,4.15,10.64,382.38,1.5,Yes,4.6
SHP1129,2025-07-19,North,Road,1726,322.24,Standard,1.38,36.9,1368.66,1.25,Yes,4.8
SHP1130,2025-01-23,South,Rail,114,39.8,Standard,3.41,7.65,192.64,0.8,Yes,4.6
SHP1131,2025-10-30,North,Air,1349,71.54,Standard,4.73,8.8,2123.81,4.57,Yes,4.4
SHP1132,2025-12-12,West,Road,874,126.78,Express,8.34,25.21,813.48,16.8,No,2.9
SHP1133,2025-10-29,South,Rail,2336,142.31,Standard,4.25,39.47,988.21,1.45,Yes,4.9
SHP1134,2025-12-29,West,Sea,2399,398.57,Standard,3.14,76.07,1065.38,9.23,No,3.3
SHP1135,2025-08-06,West,Air,1465,119.67,Standard,1.69,5.42,2438.09,1.71,Yes,4.7
SHP1136,2025-05-21,North,Sea,1018,353.13,Express,1.61,32.84,667.39,1.1,Yes,4.3
SHP1137,2025-04-14,West,Road,418,127.79,Standard,0.73,14.89,622.75,1.8,Yes,5.0
SHP1138,2025-07-29,North,Road,282,95.52,Standard,5.34,11.01,580.74,1.43,Yes,4.5
SHP1139,2025-04-21,West,Air,2292,98.68,Standard,6.29,11.58,3517.04,2.0,Yes,4.0
SHP1140,2025-04-14,East,Road,956,1075.76,Standard,1.4,23.27,1167.64,8.9,No,4.7
SHP1141,2025-11-12,West,Road,970,125.82,Standard,3.24,24.31,917.59,0.17,Yes,4.6
SHP1142,2025-06-20,North,Road,738,359.13,Express,3.22,22.88,795.68,0.17,Yes,4.8
SHP1143,2025-12-22,North,Road,226,74.39,Express,3.59,12.01,455.21,0.89,Yes,4.1
SHP1144,2025-11-20,South,Road,2314,597.8,Standard,4.07,57.54,1683.98,0.25,Yes,4.8
SHP1145,2025-05-13,South,Road,1084,282.68,Standard,3.38,24.39,982.1,1.76,Yes,5.0
SHP1146,2025-10-20,North,Road,1519,268.21,Standard,3.13,32.91,1141.46,0.75,Yes,5.0
SHP1147,2025-11-24,South,Road,679,295.8,Standard,3.65,20.76,713.1,0.77,Yes,4.1
SHP1148,2025-05-07,North,Rail,213,319.51,Standard,6.51,12.43,396.45,2.84,Yes,4.2
SHP1149,2025-04-16,South,Rail,2150,390.08,Standard,3.32,40.08,1344.08,0.7,Yes,5.0
SHP1150,2025-04-02,West,Air,2315,145.57,Express,4.5,10.31,3494.82,10.96,No,3.7
SHP1151,2025-10-14,South,Road,873,139.73,Express,2.71,24.95,778.12,14.61,No,2.9
SHP1152,2025-02-20,North,Road,2482,229.17,Standard,3.28,49.76,1628.77,0.78,Yes,4.8
SHP1153,2025-01-29,South,Rail,105,357.49,Standard,4.52,9.63,396.35,17.28,No,2.3
SHP1154,2025-10-23,North,Rail,167,211.31,Standard,4.19,9.34,285.02,0.71,Yes,4.3
SHP1155,2025-10-24,West,Rail,2997,380.59,Standard,5.55,51.13,1553.6,3.55,Yes,3.5
SHP1156,2025-08-02,North,Road,847,341.21,Standard,4.06,22.83,891.43,1.92,Yes,4.9
SHP1157,2025-09-24,East,Sea,829,190.21,Standard,1.96,25.81,603.27,1.7,Yes,4.6
SHP1158,2025-09-14,West,Road,2900,65.17,Express,0.93,55.92,1935.2,2.34,Yes,4.5
SHP1159,2025-10-29,West,Rail,2942,155.64,Express,6.81,50.19,1344.05,3.88,Yes,3.3
SHP1160,2025-04-11,East,Air,1488,749.91,Standard,2.49,7.84,2790.53,4.58,Yes,4.2
SHP1161,2025-12-12,West,Rail,1943,280.91,Standard,1.87,32.39,1118.84,8.7,No,3.9
SHP1162,2025-04-20,West,Road,2952,141.5,Standard,4.31,62.27,1930.01,1.74,Yes,3.9
SHP1163,2025-07-01,East,Road,757,263.87,Standard,4.99,19.4,790.02,2.79,Yes,4.5
SHP1164,2025-11-09,East,Air,1153,355.54,Standard,4.83,10.43,2356.48,1.36,Yes,4.6
SHP1165,2025-01-01,East,Road,71,141.55,Standard,1.35,3.29,289.27,0.42,Yes,4.6
SHP1166,2025-11-15,East,Road,1550,525.72,Standard,2.8,35.14,1389.81,0.14,Yes,5.0
SHP1167,2025-02-24,East,Road,892,313.25,Standard,5.72,22.92,801.7,2.79,Yes,4.8
SHP1168,2025-05-29,South,Air,1810,102.52,Express,3.9,9.75,2944.26,1.62,Yes,5.0
SHP1169,2025-11-05,North,Road,1166,403.21,Standard,6.04,28.69,1092.46,5.26,No,3.7
SHP1170,2025-05-17,North,Sea,241,166.21,Standard,1.11,8.52,165.9,0.06,Yes,4.9
SHP1171,2025-07-21,North,Rail,1068,195.31,Standard,1.66,20.98,645.94,0.15,Yes,5.0
SHP1172,2025-11-09,South,Sea,1176,108.73,Standard,9.07,45.33,760.91,5.21,No,3.9
SHP1173,2025-04-27,North,Sea,445,344.47,Standard,5.32,21.07,543.17,16.75,No,3.4
SHP1174,2025-06-03,East,Rail,2737,199.5,Express,1.04,41.42,1417.22,0.58,Yes,4.9
SHP1175,2025-10-18,South,Road,1068,354.83,Express,1.94,23.32,989.93,11.2,No,2.8
SHP1176,2025-03-04,West,Road,616,150.55,Standard,1.97,15.76,660.67,4.49,Yes,3.8
SHP1177,2025-09-01,North,Road,280,138.96,Standard,4.75,10.38,487.6,1.58,Yes,4.4
SHP1178,2025-01-25,North,Air,923,131.3,Standard,1.69,4.07,1756.67,5.52,No,4.1
SHP1179,2025-03-31,East,Road,2671,292.14,Standard,1.75,53.8,1918.18,1.52,Yes,5.0
SHP1180,2025-03-16,East,Road,289,137.52,Express,2.23,7.67,503.31,3.85,Yes,4.3
SHP1181,2025-10-21,North,Road,139,192.06,Standard,6.45,12.04,316.44,5.19,No,4.6
SHP1182,2025-07-29,West,Sea,2329,154.02,Standard,5.63,72.45,1082.56,9.03,No,3.8
SHP1183,2025-12-13,West,Road,506,301.29,Standard,3.89,16.74,646.95,1.02,Yes,4.7
SHP1184,2025-01-17,South,Road,2330,65.71,Standard,2.46,47.82,1529.5,3.2,Yes,4.3
SHP1185,2025-05-08,South,Road,403,263.2,Express,5.6,13.58,715.65,2.56,Yes,4.8
SHP1186,2025-12-30,West,Sea,1054,743.93,Standard,5.23,37.94,716.85,1.49,Yes,4.7
SHP1187,2025-09-08,East,Rail,1406,525.96,Express,6.59,30.22,748.99,3.85,Yes,4.1
SHP1188,2025-06-28,East,Road,488,143.79,Standard,4.53,14.79,549.42,6.37,No,4.2
SHP1189,2025-07-01,West,Road,1448,313.01,Express,3.49,31.51,1235.43,2.85,Yes,4.3
SHP1190,2025-06-01,South,Road,394,273.25,Standard,3.18,11.9,488.22,6.35,No,3.9
SHP1191,2025-01-25,South,Road,2761,619.29,Standard,5.41,56.89,2062.06,1.44,Yes,5.0
SHP1192,2025-06-29,South,Sea,706,38.2,Express,2.59,26.4,343.77,1.73,Yes,4.5
SHP1193,2025-07-17,West,Air,2227,482.51,Standard,3.33,11.42,3723.14,12.37,No,4.1
SHP1194,2025-12-10,East,Rail,2238,183.6,Standard,2.43,35.09,1113.06,1.05,Yes,4.9
SHP1195,2025-06-10,East,Sea,2512,131.6,Standard,2.02,79.2,1062.34,4.86,Yes,3.9
SHP1196,2025-06-26,North,Road,1166,128.99,Express,3.2,26.52,902.37,7.36,No,3.6
SHP1197,2025-10-12,North,Air,675,89.13,Standard,1.99,6.48,1483.18,3.68,Yes,3.9
SHP1198,2025-03-04,South,Sea,333,144.04,Express,1.85,20.73,461.85,1.2,Yes,4.9
SHP1199,2025-05-30,East,Road,2029,103.98,Standard,1.6,40.51,1403.53,8.26,No,3.5
SHP1200,2025-06-03,East,Air,1728,251.18,Standard,8.27,13.99,2833.42,3.43,Yes,3.6
SHP1201,2025-06-05,North,Road,272,334.61,Express,4.0,10.65,470.85,1.33,Yes,4.1
SHP1202,2025-02-18,West,Road,793,185.01,Standard,6.82,21.85,620.72,10.54,No,3.1
SHP1203,2025-12-03,North,Road,512,632.58,Express,10.89,21.72,715.12,6.91,No,4.1
SHP1204,2025-03-25,West,Road,1618,150.82,Express,1.06,32.06,1091.97,0.57,Yes,4.7
SHP1205,2025-12-27,North,Air,1755,178.36,Standard,12.84,16.48,2659.9,7.82,No,4.2
SHP1206,2025-06-26,East,Sea,1213,159.01,Standard,3.66,39.45,626.16,15.9,No,2.6
SHP1207,2025-05-28,North,Rail,2454,336.65,Standard,2.27,38.16,1244.74,0.09,Yes,4.7
SHP1208,2025-04-28,West,Sea,1786,361.3,Express,1.81,54.34,993.32,3.54,Yes,5.0
SHP1209,2025-12-08,South,Air,1096,313.17,Express,6.31,9.36,2048.85,11.8,No,3.3
SHP1210,2025-03-04,North,Road,2956,202.98,Standard,3.87,62.08,2000.47,0.63,Yes,4.8
SHP1211,2025-07-08,South,Rail,714,86.62,Standard,5.78,17.76,556.83,15.0,No,2.8
SHP1212,2025-12-26,North,Road,1406,177.04,Standard,2.73,29.36,1192.23,3.26,Yes,4.3
SHP1213,2025-02-18,North,Air,1064,623.09,Express,3.35,10.2,2302.48,1.01,Yes,4.8
SHP1214,2025-11-23,West,Sea,2182,450.01,Standard,1.66,67.3,1150.47,0.43,Yes,5.0
SHP1215,2025-09-14,South,Road,2718,272.01,Standard,2.18,53.05,1884.98,0.77,Yes,4.7
SHP1216,2025-08-12,West,Air,1104,169.17,Standard,6.42,9.4,2107.24,2.13,Yes,4.5
SHP1217,2025-05-21,East,Rail,1814,219.31,Express,1.45,33.56,1184.88,0.18,Yes,4.8
SHP1218,2025-08-03,East,Rail,2337,169.69,Standard,5.45,40.64,1186.2,1.35,Yes,4.4
SHP1219,2025-07-30,North,Road,1963,510.37,Standard,5.42,44.54,1521.94,8.21,No,3.7
SHP1220,2025-11-14,North,Road,412,123.07,Standard,3.17,14.83,490.73,1.97,Yes,4.7
SHP1221,2025-02-01,West,Road,2919,422.66,Standard,6.32,69.66,2126.77,1.97,Yes,4.9
SHP1222,2025-06-07,West,Road,1462,152.87,Express,4.56,32.86,1315.98,1.49,Yes,4.3
SHP1223,2025-10-12,South,Road,717,558.16,Express,2.14,16.72,898.44,4.33,Yes,4.2
SHP1224,2025-11-01,South,Rail,1930,298.49,Standard,2.6,31.81,933.17,3.44,Yes,4.0
SHP1225,2025-10-13,South,Road,1444,131.03,Standard,3.81,32.77,1019.41,0.38,Yes,4.6
SHP1226,2025-05-24,West,Sea,148,178.3,Standard,3.42,11.67,348.74,0.26,Yes,5.0
SHP1227,2025-01-19,South,Rail,2144,364.36,Standard,5.83,37.35,1076.0,4.77,Yes,4.0
SHP1228,2025-01-18,South,Air,2936,156.12,Express,2.1,11.32,4174.73,12.06,No,3.3
SHP1229,2025-09-14,West,Road,471,224.86,Standard,1.81,12.03,536.9,1.7,Yes,4.2
SHP1230,2025-03-19,North,Rail,1553,154.62,Standard,1.16,25.88,862.53,9.49,No,3.5
SHP1231,2025-06-24,North,Sea,111,758.53,Standard,1.86,11.31,395.28,8.64,No,3.2
SHP1232,2025-07-13,East,Road,1182,855.55,Standard,5.67,31.19,1048.39,3.7,Yes,4.5
SHP1233,2025-04-23,West,Road,1752,616.58,Standard,7.18,44.99,1307.21,14.32,No,3.2
SHP1234,2025-04-24,North,Air,647,202.95,Standard,7.46,10.45,1368.86,15.77,No,3.0
SHP1235,2025-08-10,South,Road,441,167.01,Standard,3.29,17.93,440.28,3.21,Yes,4.6
SHP1236,2025-06-15,South,Road,1125,128.33,Express,4.69,29.8,914.95,1.98,Yes,4.7
SHP1237,2025-11-15,South,Road,2700,648.72,Standard,5.32,56.89,1977.62,9.51,No,3.1
SHP1238,2025-05-12,East,Road,1362,424.75,Standard,6.89,37.85,1228.82,9.13,No,3.4
SHP1239,2025-09-21,South,Rail,2079,439.28,Express,5.05,38.06,1204.79,1.5,Yes,3.8
SHP1240,2025-02-24,South,Road,2434,185.87,Standard,5.85,51.94,1607.17,3.09,Yes,4.3
SHP1241,2025-12-25,South,Sea,859,64.68,Express,7.44,33.72,502.7,3.04,Yes,4.1
SHP1242,2025-05-11,East,Air,1455,75.98,Standard,5.72,11.61,2453.39,2.28,Yes,4.5
SHP1243,2025-10-15,East,Air,2849,230.52,Standard,1.78,11.08,4156.6,3.9,Yes,5.0
SHP1244,2025-09-23,West,Rail,1209,153.57,Standard,0.56,22.06,701.69,0.37,Yes,5.0
SHP1245,2025-06-11,North,Sea,1581,141.69,Standard,4.08,50.25,684.35,5.33,No,4.7
SHP1246,2025-03-28,West,Road,1435,281.91,Standard,4.26,33.28,1073.53,0.35,Yes,5.0
SHP1247,2025-02-24,West,Sea,930,450.14,Express,3.94,32.29,652.23,0.34,Yes,4.7
SHP1248,2025-10-15,South,Air,1649,135.52,Standard,5.73,10.89,2649.33,4.16,Yes,4.3
SHP1249,2025-06-27,South,Air,2732,88.77,Standard,5.05,11.52,4080.74,3.68,Yes,4.7
SHP1250,2025-12-15,South,Rail,303,137.8,Standard,6.69,12.02,294.52,4.76,Yes,4.3
SHP1251,2025-01-08,North,Road,2117,106.62,Standard,3.11,42.2,1512.58,1.11,Yes,4.6
SHP1252,2025-11-17,South,Road,2625,335.29,Standard,8.6,58.97,1842.01,5.98,No,4.6
SHP1253,2025-11-09,North,Air,1218,220.77,Standard,1.82,9.95,2186.62,0.43,Yes,4.9
SHP1254,2025-09-04,South,Road,1281,825.79,Express,3.23,26.9,1208.74,5.86,No,3.6
SHP1255,2025-11-19,West,Air,2473,370.29,Express,3.41,12.85,3875.46,7.7,No,3.8
SHP1256,2025-09-12,South,Road,215,788.16,Standard,4.96,12.82,687.52,0.86,Yes,4.7
SHP1257,2025-11-24,West,Road,1623,82.87,Standard,2.25,34.1,1187.81,2.73,Yes,4.3
SHP1258,2025-02-23,East,Road,2958,22.71,Express,1.28,59.39,1918.9,10.14,No,3.4
SHP1259,2025-09-06,West,Road,666,262.46,Express,4.38,21.01,711.08,3.26,Yes,4.3
SHP1260,2025-08-27,East,Rail,2709,241.35,Standard,2.32,44.54,1237.02,1.99,Yes,3.9
SHP1261,2025-08-17,North,Road,1675,203.17,Express,3.8,38.33,1249.11,0.52,Yes,4.1
SHP1262,2025-03-08,East,Sea,552,236.76,Standard,2.13,20.82,392.22,7.22,No,3.7
SHP1263,2025-02-20,North,Rail,962,100.8,Express,2.44,22.58,766.48,3.16,Yes,4.3
SHP1264,2025-04-07,South,Road,2176,328.4,Standard,2.95,44.8,1612.41,0.66,Yes,4.3
SHP1265,2025-04-02,West,Air,634,370.68,Standard,6.0,11.13,1618.68,1.65,Yes,4.2
SHP1266,2025-09-21,North,Sea,2008,95.6,Express,1.53,62.02,939.14,2.3,Yes,4.4
SHP1267,2025-10-18,South,Air,2785,172.86,Standard,1.81,8.82,3971.1,3.99,Yes,4.7
SHP1268,2025-04-06,East,Road,445,180.49,Standard,5.9,15.56,509.14,1.76,Yes,4.9
SHP1269,2025-03-29,West,Sea,1681,138.44,Standard,2.02,51.96,768.17,6.62,No,4.4
SHP1270,2025-03-19,East,Air,1930,98.22,Express,4.25,14.35,2992.0,2.39,Yes,4.2
SHP1271,2025-10-15,North,Road,451,223.35,Express,6.11,16.4,541.44,2.41,Yes,4.4
SHP1272,2025-04-30,East,Road,1024,265.75,Express,3.26,27.55,866.1,0.27,Yes,5.0
SHP1273,2025-10-29,South,Rail,273,144.44,Standard,4.39,11.23,252.6,2.8,Yes,3.8
SHP1274,2025-06-14,East,Road,567,103.18,Express,6.17,19.53,599.97,3.6,Yes,4.2
SHP1275,2025-07-01,West,Air,2731,295.12,Standard,2.65,10.47,4095.0,0.13,Yes,4.9
SHP1276,2025-08-11,East,Road,285,129.4,Standard,5.53,18.11,486.32,25.93,No,1.1
SHP1277,2025-11-07,West,Sea,165,178.32,Express,4.76,11.66,206.37,4.39,Yes,4.4
SHP1278,2025-01-07,North,Rail,275,163.16,Standard,6.02,17.67,373.43,2.22,Yes,5.0
SHP1279,2025-11-26,East,Road,2327,529.53,Standard,8.95,51.55,1631.96,4.69,Yes,4.7
SHP1280,2025-09-20,West,Road,231,133.62,Standard,7.91,13.33,406.29,5.82,No,4.0
SHP1281,2025-06-10,North,Rail,1391,740.9,Standard,2.18,26.06,979.9,10.5,No,3.8
SHP1282,2025-05-31,West,Air,259,374.88,Express,5.64,11.31,1131.35,3.45,Yes,3.8
SHP1283,2025-03-26,North,Air,1465,792.05,Standard,3.9,10.84,2807.58,4.72,Yes,4.3
SHP1284,2025-05-27,East,Road,2193,352.57,Express,2.23,43.21,1464.14,3.0,Yes,4.3
SHP1285,2025-04-22,West,Road,943,189.67,Standard,2.13,21.41,852.71,9.97,No,3.6
SHP1286,2025-02-05,East,Road,1931,116.49,Standard,0.94,37.19,1399.19,0.25,Yes,4.8
SHP1287,2025-10-12,North,Air,2853,172.64,Standard,5.62,17.65,4162.21,2.12,Yes,4.7
SHP1288,2025-07-07,East,Road,1159,627.09,Express,4.18,26.34,1155.23,12.01,No,2.9
SHP1289,2025-03-23,East,Road,2512,214.1,Standard,2.86,52.83,1684.09,2.16,Yes,4.2
SHP1290,2025-01-02,West,Rail,2076,351.65,Express,2.34,32.52,1195.23,0.15,Yes,4.7
SHP1291,2025-10-30,South,Sea,443,255.92,Standard,8.92,24.17,405.98,12.53,No,2.7
SHP1292,2025-07-16,South,Road,2793,263.69,Standard,4.61,60.86,1827.28,0.98,Yes,4.7
SHP1293,2025-01-11,East,Road,893,270.89,Standard,6.62,23.99,877.12,2.77,Yes,4.8
SHP1294,2025-08-22,South,Air,1574,313.17,Express,2.81,8.25,2719.36,6.72,No,4.5
SHP1295,2025-07-14,East,Rail,653,125.23,Express,0.7,11.81,623.53,0.81,Yes,4.7
SHP1296,2025-04-29,East,Road,631,182.65,Standard,5.66,19.25,771.32,8.96,No,4.4
SHP1297,2025-01-20,West,Sea,2092,274.93,Standard,3.19,64.35,965.55,0.92,Yes,4.7
SHP1298,2025-09-18,East,Air,1989,248.25,Standard,1.32,8.07,3114.43,5.77,No,3.7
SHP1299,2025-10-20,East,Road,182,160.32,Express,1.07,10.19,530.94,0.15,Yes,4.8
SHP1300,2025-09-13,North,Road,2888,296.37,Standard,4.92,60.21,1986.25,0.82,Yes,4.6
SHP1301,2025-08-10,North,Rail,2746,129.05,Express,3.96,47.19,1340.17,0.25,Yes,5.0
SHP1302,2025-08-14,North,Air,2318,94.06,Express,4.6,11.89,3268.08,17.08,No,2.8
SHP1303,2025-02-22,North,Road,1025,272.19,Standard,2.94,24.31,848.58,2.02,Yes,4.6
SHP1304,2025-12-21,East,Air,1863,95.68,Express,6.39,17.26,2811.9,3.76,Yes,4.7
SHP1305,2025-12-08,East,Rail,1593,269.37,Standard,3.88,30.94,903.61,4.32,Yes,4.1
SHP1306,2025-12-30,East,Road,2885,56.36,Standard,7.08,74.99,1905.96,4.18,Yes,4.5
SHP1307,2025-10-07,West,Air,2788,133.29,Standard,1.94,10.28,4087.81,8.67,No,3.9
SHP1308,2025-03-22,West,Sea,1407,176.04,Standard,3.94,46.3,825.55,0.25,Yes,4.8
SHP1309,2025-07-21,West,Road,88,71.91,Express,3.69,6.56,398.08,16.44,No,2.8
SHP1310,2025-06-07,East,Road,1366,170.57,Standard,2.21,29.3,956.96,0.13,Yes,4.3
SHP1311,2025-04-30,East,Road,2787,507.51,Standard,4.57,58.94,2042.88,6.4,No,3.9
SHP1312,2025-02-28,South,Sea,211,90.99,Standard,1.33,9.33,397.3,1.05,Yes,4.6
